,Player Name,Age,Overall Rating,Potential,Best Overall,Team,League,League Tier,Positions,Best Position,Height,Weight,foot,Growth,Weak Foot,Skill Moves,Attacking Work Rate,Defensive Work Rate,PAC,SHO,PAS,DRI,DEF,PHY,Value (M),Total Attacking,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Total Skill,Dribbling,Curve,Freekick Accuracy,Long Passing,Ball Control,Total Movement,Acceleration,Sprint Speed,Agility,Reactions,Balance,Total Power,Shot Power,Jumping,Stamina,Strength,Long Shots,Total Mentality,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Total Defending,Marking,Standing Tackle,Sliding Tackle,Total Goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total Stats,Total Base Stats,Joined,Loan Date End,contract_end_at_club,contract_started_at_club,years_at_club,Release Clause (M),Player ID,Image Page,Info Page,Team ID,Team Image Page
1039,M. Braithwaite,29,76,76,76,FC Barcelona,Spain Primera Division,1,ST LM,ST,178,73.0,Right,0,4 ★,4★,Medium,High,80,75,70,77,35,74,7.5,82.61,68,77,67,74,75,78.09,76,71,75,65,80,83.19,80,80,80,74,72,85.59,77,81,76,75,71,75.3,69,31,75,69,73,76,33.46,35,30,26,12.05,14,13,11,7,8,84.41,82.53,"Feb 20, 2020",,2024,2020,0.0,15.4,193290,https://cdn.sofifa.com/players/193/290/20_240.png,https://sofifa.com/player/193290/,241,https://cdn.sofifa.com/teams/241/dark_240.png
1040,Borja Mayoral,23,76,82,78,Real Madrid,Spain Primera Division,1,ST,ST,183,73.9,Right,6,4 ★,3★,Medium,Medium,67,76,69,77,38,68,10.5,82.84,60,76,75,79,72,71.28,76,56,58,65,80,75.65,65,68,73,76,69,83.78,78,77,71,74,72,72.68,48,37,80,67,74,82,34.19,40,29,24,11.59,12,9,8,15,7,80.74,79.32,"Apr 29, 2015",,2021,2015,5.0,23.6,228635,https://cdn.sofifa.com/players/228/635/20_240.png,https://sofifa.com/player/228635/,243,https://cdn.sofifa.com/teams/243/dark_240.png
1041,G. Rodríguez,25,76,78,78,Real Betis,Spain Primera Division,1,CDM CM,CB,185,79.8,Right,2,4 ★,2★,Medium,High,56,56,65,63,77,78,8.5,67.05,59,43,72,72,47,62.34,60,49,42,70,72,63.15,53,59,54,75,52,77.48,75,43,76,81,69,79.57,83,80,56,63,53,68,84.56,79,76,75,13.41,12,11,14,16,6,79.75,79.32,"Jan 14, 2020",,2024,2020,0.0,18.5,225659,https://cdn.sofifa.com/players/225/659/20_240.png,https://sofifa.com/player/225659/,449,https://cdn.sofifa.com/teams/449/dark_240.png
1042,Joel Robles,30,76,76,76,Real Betis,Spain Primera Division,1,GK,GK,196,89.8,Right,0,2 ★,1★,Medium,Medium,78,73,72,80,53,73,5.0,14.42,12,11,12,15,13,21.28,18,11,20,26,25,57.11,50,56,50,70,39,49.77,54,59,25,72,11,27.08,23,22,13,41,15,54,13.24,11,11,14,85.45,78,73,72,73,80,50.73,86.14,"Jul 5, 2018",,2022,2018,2.0,10.5,195668,https://cdn.sofifa.com/players/195/668/20_240.png,https://sofifa.com/player/195668/,449,https://cdn.sofifa.com/teams/449/dark_240.png
1043,Nolito,33,76,76,76,RC Celta,Spain Primera Division,1,LW LM,LW,175,64.9,Right,0,3 ★,4★,High,Low,66,75,75,76,45,63,4.7,79.86,76,77,56,75,65,80.85,76,81,76,69,78,77.37,69,63,74,79,74,74.1,73,61,57,62,76,83.14,73,50,78,75,74,77,42.28,49,39,27,12.05,10,15,12,8,8,83.55,80.32,"Jun 18, 2020",,2022,2020,0.0,9.9,199561,https://cdn.sofifa.com/players/199/561/20_240.png,https://sofifa.com/player/199561/,450,https://cdn.sofifa.com/teams/450/dark_240.png
1044,Rubén Blanco,24,76,82,76,RC Celta,Spain Primera Division,1,GK,GK,188,69.9,Right,6,3 ★,1★,Medium,Medium,79,75,73,74,53,76,8.0,24.03,18,18,15,35,19,18.51,17,18,13,29,10,60.56,54,52,52,66,57,47.52,55,62,44,35,15,27.08,22,22,11,37,22,57,17.28,25,11,11,85.68,79,75,73,76,74,52.76,86.35,"Jul 1, 2012",,2023,2012,8.0,18.4,211101,https://cdn.sofifa.com/players/211/101/20_240.png,https://sofifa.com/player/211101/,450,https://cdn.sofifa.com/teams/450/dark_240.png
1045,Santi Mina,24,76,80,78,RC Celta,Spain Primera Division,1,ST RW,ST,180,77.1,Right,4,3 ★,3★,High,Medium,76,74,69,76,53,71,10.0,84.21,73,74,76,71,74,72.77,76,69,55,65,77,81.03,74,78,75,77,72,82.43,77,73,74,71,71,80.76,69,55,81,68,67,69,53.68,51,46,49,12.27,9,8,14,8,15,86.01,84.14,"Jul 14, 2019",,2024,2019,1.0,21.8,212623,https://cdn.sofifa.com/players/212/623/20_240.png,https://sofifa.com/player/212623/,450,https://cdn.sofifa.com/teams/450/dark_240.png
1046,Aritz Elustondo,26,76,80,78,Real Sociedad,Spain Primera Division,1,CB RB,CB,180,71.2,Right,4,3 ★,2★,Low,High,65,33,58,59,76,74,9.0,63.84,72,26,78,73,30,55.32,48,53,41,43,75,70.47,62,67,60,78,60,65.99,39,70,70,74,40,63.18,80,75,36,32,43,68,84.93,72,79,80,11.82,7,10,12,15,8,73.75,73.29,"Dec 4, 2014",,2024,2014,6.0,19.6,226221,https://cdn.sofifa.com/players/226/221/20_240.png,https://sofifa.com/player/226221/,457,https://cdn.sofifa.com/teams/457/dark_240.png
1047,Jason,25,76,77,76,Valencia CF,Spain Primera Division,1,RM,RM,178,64.9,Right,1,4 ★,3★,Medium,Low,78,74,72,78,49,66,9.0,80.78,72,74,62,75,70,76.81,79,70,69,65,78,81.9,78,78,75,76,73,79.95,77,72,68,67,71,78.62,60,54,77,72,68,69,48.9,43,50,40,12.27,9,9,11,11,14,84.93,83.73,"Jul 1, 2019",,2022,2019,1.0,19.6,215616,https://cdn.sofifa.com/players/215/616/20_240.png,https://sofifa.com/player/215616/,461,https://cdn.sofifa.com/teams/461/dark_240.png
1048,Óscar Plano,29,76,76,76,Real Valladolid CF,Spain Primera Division,1,RM LM ST,RM,180,72.1,Left,0,4 ★,3★,High,High,85,70,74,75,54,68,7.5,77.35,75,68,62,75,58,76.81,74,80,63,68,76,86.21,79,89,80,73,79,78.83,78,61,77,62,72,81.24,75,60,66,75,66,72,54.41,45,58,45,13.41,8,14,16,8,13,86.27,85.54,"Jul 3, 2017",,2023,2017,3.0,15.8,208621,https://cdn.sofifa.com/players/208/621/20_240.png,https://sofifa.com/player/208621/,462,https://cdn.sofifa.com/teams/462/dark_240.png
1049,Joselu,30,76,76,76,Deportivo Alavés,Spain Primera Division,1,ST,ST,193,79.8,Right,0,3 ★,3★,Medium,Medium,56,77,67,71,30,71,7.5,83.98,58,80,81,74,74,72.55,72,73,62,58,76,62.5,58,54,61,77,40,82.43,78,76,65,76,71,73.4,63,25,79,68,74,66,25.74,23,27,20,11.82,11,11,8,15,7,77.5,74.7,"Jul 15, 2019",,2022,2019,1.0,15.8,173608,https://cdn.sofifa.com/players/173/608/20_240.png,https://sofifa.com/player/173608/,463,https://cdn.sofifa.com/teams/463/dark_240.png
1050,Tomás Pina,32,76,76,76,Deportivo Alavés,Spain Primera Division,1,CM CDM,CM,183,78.0,Right,0,3 ★,3★,Medium,High,47,66,72,73,73,72,6.0,74.83,58,62,69,79,59,76.17,76,65,61,78,78,59.91,55,41,59,78,45,78.83,73,66,71,72,68,84.8,76,77,71,74,59,70,78.68,67,77,70,12.05,8,12,11,7,15,83.64,80.92,"Aug 12, 2018",,2021,2018,2.0,12.6,198368,https://cdn.sofifa.com/players/198/368/20_240.png,https://sofifa.com/player/198368/,463,https://cdn.sofifa.com/teams/463/dark_240.png
1051,Paulo Oliveira,28,76,77,77,SD Eibar,Spain Primera Division,1,CB,CB,188,82.1,Right,1,2 ★,2★,Medium,High,61,35,51,61,77,75,7.5,55.15,36,25,77,67,36,53.83,60,33,29,63,68,62.07,59,63,50,72,44,72.52,61,85,69,78,29,62.47,71,76,30,41,45,60,84.93,76,79,76,11.82,14,8,11,12,7,71.24,72.29,"Jul 17, 2017",,2021,2017,3.0,16.3,210679,https://cdn.sofifa.com/players/210/679/20_240.png,https://sofifa.com/player/210679/,467,https://cdn.sofifa.com/teams/467/dark_240.png
1052,Edu Expósito,23,76,83,78,SD Eibar,Spain Primera Division,1,CM CDM CAM,CM,178,67.1,Right,7,5 ★,4★,Medium,Medium,54,70,71,74,66,57,10.5,66.82,56,74,46,80,36,67.02,76,34,50,78,77,67.89,62,47,61,77,68,69.59,68,47,68,53,73,83.61,58,73,71,80,70,72,69.85,67,71,52,10.45,9,15,8,6,8,78.54,78.71,"Jul 13, 2019",,2024,2019,1.0,24.2,229862,https://cdn.sofifa.com/players/229/862/20_240.png,https://sofifa.com/player/229862/,467,https://cdn.sofifa.com/teams/467/dark_240.png
1053,Y. Koné,24,76,81,76,Elche CF,Spain Primera Division,1,LB,LB,175,71.2,Left,5,3 ★,2★,High,Medium,85,47,64,73,70,75,9.0,64.07,74,42,57,70,37,65.32,73,65,42,53,74,84.48,83,87,73,73,76,71.62,56,66,76,74,46,75.77,79,73,62,59,46,69,78.68,68,73,73,13.86,14,14,10,14,9,81.65,83.13,"Jul 11, 2019","Jun 30, 2021",Loan,2021,-1.0,€0,222160,https://cdn.sofifa.com/players/222/160/20_240.png,https://sofifa.com/player/222160/,468,https://cdn.sofifa.com/teams/468/dark_240.png
1054,Sergio Herrera,27,76,78,76,CA Osasuna,Spain Primera Division,1,GK,GK,193,82.1,Right,2,3 ★,1★,Medium,Medium,77,76,73,76,47,73,6.5,20.59,20,16,14,24,16,22.34,15,21,21,21,27,55.39,45,49,45,73,45,52.7,55,56,42,67,14,27.32,25,12,13,33,32,53,18.38,15,17,18,85.23,77,76,73,73,76,52.94,84.74,"Jul 12, 2017",,2021,2017,3.0,14.1,224003,https://cdn.sofifa.com/players/224/003/20_240.png,https://sofifa.com/player/224003/,479,https://cdn.sofifa.com/teams/479/dark_240.png
1055,Nacho Vidal,25,76,79,76,CA Osasuna,Spain Primera Division,1,RB RWB,RB,180,74.8,Right,3,3 ★,3★,High,Medium,74,55,69,70,71,65,8.5,74.14,78,60,72,75,39,66.6,68,73,32,65,75,76.51,73,75,66,73,68,69.14,59,63,70,66,49,68.17,59,72,61,59,36,68,79.78,64,76,77,9.77,8,8,7,11,9,79.71,81.12,"Jul 13, 2018",,2022,2018,2.0,18.5,238305,https://cdn.sofifa.com/players/238/305/20_240.png,https://sofifa.com/player/238305/,479,https://cdn.sofifa.com/teams/479/dark_240.png
1056,David García,26,76,80,78,CA Osasuna,Spain Primera Division,1,CB,CB,185,72.1,Right,4,3 ★,2★,Medium,Medium,56,37,63,64,76,76,9.0,65.45,61,35,79,74,37,59.15,60,33,38,72,75,62.28,55,57,44,72,61,67.34,47,78,73,76,25,71.02,77,75,51,52,44,67,83.82,73,77,78,11.14,11,16,7,7,8,74.61,74.7,"Aug 2, 2013",,2022,2013,7.0,19.6,225341,https://cdn.sofifa.com/players/225/341/20_240.png,https://sofifa.com/player/225341/,479,https://cdn.sofifa.com/teams/479/dark_240.png
1057,D. Brašanac,28,76,76,76,CA Osasuna,Spain Primera Division,1,CM CDM RM,CM,178,73.0,Right,0,3 ★,3★,Medium,High,58,70,73,73,72,74,7.5,75.06,64,68,64,80,52,74.04,73,60,59,78,78,68.97,64,53,60,77,66,80.86,80,65,74,71,69,88.12,82,70,75,74,70,75,80.51,72,75,72,10.68,6,14,9,9,9,86.01,84.34,"Jul 22, 2019",,2022,2019,1.0,15.8,236221,https://cdn.sofifa.com/players/236/221/20_240.png,https://sofifa.com/player/236221/,479,https://cdn.sofifa.com/teams/479/dark_240.png
1058,Y. Bounou,29,76,77,76,Sevilla FC,Spain Primera Division,1,GK,GK,193,78.0,Left,1,2 ★,1★,Medium,Medium,75,76,74,76,35,75,6.0,21.74,15,14,14,39,13,22.77,20,12,19,44,12,46.12,37,34,38,76,29,52.93,56,48,43,69,19,31.12,25,12,10,60,24,57,19.49,20,18,15,85.45,75,76,74,75,76,52.29,82.53,"Sep 4, 2020",,2024,2020,0.0,13.1,209981,https://cdn.sofifa.com/players/209/981/20_240.png,https://sofifa.com/player/209981/,481,https://cdn.sofifa.com/teams/481/dark_240.png
1059,I. Amadou,27,76,79,77,Sevilla FC,Spain Primera Division,1,CDM CB,CDM,183,81.2,Right,3,3 ★,3★,Medium,High,66,55,65,71,74,79,8.5,66.82,56,45,65,74,52,65.53,72,61,32,70,73,72.63,62,69,65,76,65,84.68,75,82,79,78,62,77.2,80,77,52,65,51,67,80.88,71,79,70,11.82,6,7,11,14,14,82.47,82.33,"Jul 2, 2018",,2022,2018,2.0,18.5,211382,https://cdn.sofifa.com/players/211/382/20_240.png,https://sofifa.com/player/211382/,481,https://cdn.sofifa.com/teams/481/dark_240.png
1060,J. Gnagnon,23,76,80,78,Sevilla FC,Spain Primera Division,1,CB,CB,183,88.9,Right,4,2 ★,2★,Low,High,57,39,57,61,75,82,9.0,56.98,45,28,76,68,32,58.94,60,39,38,71,69,59.27,58,56,42,70,49,76.13,67,80,64,92,35,70.55,79,75,44,47,52,74,83.09,73,78,75,10.45,11,6,14,9,6,73.75,74.5,"Jul 25, 2018",,2023,2018,2.0,19.6,231361,https://cdn.sofifa.com/players/231/361/20_240.png,https://sofifa.com/player/231361/,481,https://cdn.sofifa.com/teams/481/dark_240.png
1061,Carlos Fernández,24,76,83,78,Sevilla FC,Spain Primera Division,1,ST CAM,ST,185,72.1,Left,7,3 ★,3★,Medium,Medium,69,78,63,77,27,71,11.0,79.41,47,81,76,73,70,63.4,78,40,34,66,80,72.63,66,72,71,74,54,82.21,79,73,65,73,75,74.58,72,22,74,73,73,67,23.53,21,21,22,12.27,12,13,8,9,12,76.81,77.31,"Jul 1, 2013",,2022,2013,7.0,25.3,221014,https://cdn.sofifa.com/players/221/014/20_240.png,https://sofifa.com/player/221014/,481,https://cdn.sofifa.com/teams/481/dark_240.png
1062,Jorge Miramón,31,76,76,76,Levante UD,Spain Primera Division,1,RB RWB,RB,175,73.9,Right,0,3 ★,3★,High,Medium,73,58,74,69,72,74,5.5,76.2,79,58,68,74,54,72.13,67,69,59,72,72,76.94,72,74,71,68,72,75.23,61,58,88,74,53,78.86,59,71,65,74,63,66,80.51,71,75,73,14.32,11,10,15,14,13,85.36,84.34,"Jul 1, 2019",,2021,2019,1.0,11.6,229359,https://cdn.sofifa.com/players/229/359/20_240.png,https://sofifa.com/player/229359/,1853,https://cdn.sofifa.com/teams/1853/dark_240.png
1063,Clerc,28,76,76,76,Levante UD,Spain Primera Division,1,LB,LB,183,68.9,Left,0,2 ★,3★,High,Medium,87,58,68,75,70,75,6.5,71.4,74,56,62,72,48,70.64,76,72,46,64,74,85.13,84,90,78,68,75,80.63,64,73,89,73,59,73.16,62,71,67,64,44,73,77.94,69,71,72,12.73,7,14,11,10,14,85.19,86.95,"Jul 1, 2019",,2022,2019,1.0,13.7,204876,https://cdn.sofifa.com/players/204/876/20_240.png,https://sofifa.com/player/204876/,1853,https://cdn.sofifa.com/teams/1853/dark_240.png
1064,Toño García,30,76,76,76,Levante UD,Spain Primera Division,1,LB LM,LB,178,68.9,Left,0,3 ★,3★,High,Medium,80,64,74,77,68,67,6.0,74.83,80,62,52,77,56,77.23,77,82,59,68,77,85.13,79,81,79,75,81,76.13,71,62,78,66,61,80.29,59,72,76,69,62,79,77.57,68,70,73,13.64,15,13,7,10,15,87.74,86.35,"Aug 26, 2014",,2023,2014,6.0,12.6,204757,https://cdn.sofifa.com/players/204/757/20_240.png,https://sofifa.com/player/204757/,1853,https://cdn.sofifa.com/teams/1853/dark_240.png
1065,Hernâni,28,76,76,76,Levante UD,Spain Primera Division,1,RM LM,RM,178,68.9,Left,0,2 ★,5★,Medium,Low,91,68,68,81,29,60,8.0,75.06,72,64,55,70,67,77.66,84,74,69,60,78,89.44,92,91,84,71,77,74.32,77,63,66,58,66,69.36,56,21,75,67,73,78,29.41,38,19,23,9.09,8,11,7,8,6,79.88,79.72,"Jul 2, 2019",,2022,2019,1.0,16.8,212911,https://cdn.sofifa.com/players/212/911/20_240.png,https://sofifa.com/player/212911/,1853,https://cdn.sofifa.com/teams/1853/dark_240.png
1066,A. Ndiaye,23,76,82,77,Getafe CF,Spain Primera Division,1,LM,RM,173,63.0,Right,6,4 ★,4★,High,Medium,92,71,67,80,46,68,10.5,79.41,66,75,65,69,72,75.32,83,69,65,61,76,88.15,93,92,82,68,74,77.48,76,78,65,65,60,72.68,75,41,74,67,49,75,47.06,41,52,35,10.0,6,7,14,8,9,83.42,85.14,"Aug 10, 2017",,2022,2017,3.0,24.2,233631,https://cdn.sofifa.com/players/233/631/20_240.png,https://sofifa.com/player/233631/,1860,https://cdn.sofifa.com/teams/1860/dark_240.png
1067,L. Chichizola,30,76,76,76,Getafe CF,Spain Primera Division,1,GK,GK,185,79.8,Right,0,3 ★,1★,Medium,Medium,76,75,69,78,52,74,5.0,16.48,11,16,17,14,14,15.74,17,15,14,13,15,60.34,49,54,64,69,44,50.9,52,74,31,52,17,26.6,15,16,14,42,25,57,13.97,15,12,11,84.55,76,75,69,74,78,50.69,85.14,"Jul 4, 2018",,2021,2018,2.0,10.5,191628,https://cdn.sofifa.com/players/191/628/20_240.png,https://sofifa.com/player/191628/,1860,https://cdn.sofifa.com/teams/1860/dark_240.png
1068,Negredo,34,76,76,76,Cádiz CF,Spain Primera Division,1,ST,ST,185,86.2,Left,0,2 ★,3★,Medium,Low,63,78,64,70,36,78,4.1,80.55,45,77,82,71,77,71.7,70,65,68,63,71,70.26,62,63,67,74,60,87.84,83,82,63,86,76,78.15,77,28,76,68,80,70,34.56,33,31,30,10.91,11,6,11,7,13,81.0,78.11,"Aug 4, 2020",,2021,2020,0.0,9.0,146439,https://cdn.sofifa.com/players/146/439/20_240.png,https://sofifa.com/player/146439/,1968,https://cdn.sofifa.com/teams/1968/dark_240.png
1069,Vallejo,23,76,82,78,Granada CF,Spain Primera Division,1,CB,CB,183,78.9,Right,6,3 ★,2★,Low,High,70,41,53,63,77,69,9.5,60.87,41,44,74,71,36,54.47,56,29,31,72,68,76.29,67,72,68,78,69,63.74,49,77,54,72,31,63.9,80,79,32,33,45,75,84.19,78,75,76,12.95,10,13,15,13,6,74.01,74.9,"Jul 31, 2015","Jun 30, 2021",Loan,2021,-1.0,€0,225161,https://cdn.sofifa.com/players/225/161/20_240.png,https://sofifa.com/player/225161/,110832,https://cdn.sofifa.com/teams/110832/dark_240.png
1070,Carlos Neva,24,76,81,76,Granada CF,Spain Primera Division,1,LB,LB,175,64.0,Left,5,2 ★,2★,High,Medium,78,50,61,70,74,64,9.0,67.05,76,45,65,70,37,58.09,70,54,35,45,69,80.6,78,78,75,74,69,67.57,64,58,68,61,49,73.4,69,74,67,51,48,61,83.09,74,77,75,10.45,8,11,9,6,12,78.63,79.72,"Jul 1, 2017",,2022,2017,3.0,19.6,246844,https://cdn.sofifa.com/players/246/844/20_240.png,https://sofifa.com/player/246844/,110832,https://cdn.sofifa.com/teams/110832/dark_240.png
1071,Luis Milla,25,76,81,77,Granada CF,Spain Primera Division,1,CDM,CM,175,67.1,Right,5,3 ★,3★,High,High,77,60,75,73,70,72,9.5,68.19,70,51,48,78,51,78.3,70,72,74,75,77,81.9,79,75,71,76,79,82.21,73,71,88,67,66,84.32,67,72,68,75,73,80,79.78,74,73,70,12.05,12,13,8,10,10,87.91,85.74,"Aug 4, 2020",,2024,2020,0.0,20.7,242201,https://cdn.sofifa.com/players/242/201/20_240.png,https://sofifa.com/player/242201/,110832,https://cdn.sofifa.com/teams/110832/dark_240.png
1072,Soldado,35,76,76,76,Granada CF,Spain Primera Division,1,ST,ST,180,73.9,Right,0,4 ★,3★,High,Low,54,78,71,73,44,68,3.5,87.64,66,79,78,79,81,73.19,73,70,66,58,77,67.03,54,54,64,77,62,79.28,79,75,54,72,72,83.61,76,41,81,75,79,76,43.01,38,41,38,12.5,13,13,14,9,6,82.64,77.91,"Jul 15, 2019",,2021,2019,1.0,7.4,146758,https://cdn.sofifa.com/players/146/758/20_240.png,https://sofifa.com/player/146758/,110832,https://cdn.sofifa.com/teams/110832/dark_240.png
1073,Kenedy,24,76,79,77,Granada CF,Spain Primera Division,1,LM,LM,183,77.1,Left,3,2 ★,4★,High,High,76,67,72,80,57,64,10.0,76.43,77,64,66,72,55,75.96,82,77,54,65,79,79.96,76,76,78,72,69,77.48,75,68,67,67,67,76.25,51,56,74,73,67,75,61.03,57,57,52,14.55,11,15,11,15,12,84.5,83.53,"Aug 22, 2015","Jun 30, 2021",Loan,2021,-1.0,€0,215639,https://cdn.sofifa.com/players/215/639/20_240.png,https://sofifa.com/player/215639/,110832,https://cdn.sofifa.com/teams/110832/dark_240.png
1074,M. Gonalons,31,76,76,76,Granada CF,Spain Primera Division,1,CDM CM,CDM,188,76.2,Right,0,4 ★,3★,Low,Medium,53,61,70,68,75,72,6.0,74.14,61,55,73,75,60,70.21,64,57,57,76,76,65.95,59,48,61,75,63,77.48,74,77,59,74,60,84.8,81,77,60,71,68,73,83.09,71,79,76,10.45,11,11,11,8,5,83.46,80.12,"Aug 4, 2020",,2023,2020,0.0,12.6,193116,https://cdn.sofifa.com/players/193/116/20_240.png,https://sofifa.com/player/193116/,110832,https://cdn.sofifa.com/teams/110832/dark_240.png
1075,P. Daka,21,76,85,78,FC Red Bull Salzburg,Austrian Football Bundesliga,1,ST,ST,183,71.2,Right,9,3 ★,3★,Medium,Medium,93,76,58,76,24,70,12.0,77.12,51,81,66,66,73,66.17,76,65,35,61,74,90.73,94,93,87,76,71,85.81,76,88,80,66,71,63.9,63,17,76,53,60,63,21.32,18,24,16,8.86,8,6,9,5,11,78.41,79.72,"Jul 1, 2017",,2024,2017,3.0,20.4,241202,https://cdn.sofifa.com/players/241/202/20_240.png,https://sofifa.com/player/241202/,191,https://cdn.sofifa.com/teams/191/dark_240.png
1076,Z. Junuzović,32,76,76,76,FC Red Bull Salzburg,Austrian Football Bundesliga,1,CM CAM CDM,CM,173,72.1,Right,0,4 ★,3★,High,High,71,73,77,81,63,71,6.0,82.61,80,68,54,76,83,86.38,81,88,82,75,80,83.19,74,68,89,71,84,85.36,78,74,90,61,76,84.32,71,70,69,75,70,79,68.38,63,62,61,13.18,15,9,11,15,8,92.01,87.55,"Jul 1, 2018",,2021,2018,2.0,9.0,173474,https://cdn.sofifa.com/players/173/474/20_240.png,https://sofifa.com/player/173474/,191,https://cdn.sofifa.com/teams/191/dark_240.png
1077,S. Widmer,27,76,77,76,FC Basel 1893,Swiss Super League,1,RB,RB,183,78.9,Right,1,4 ★,3★,High,Medium,80,63,70,74,72,77,7.5,74.6,76,58,72,72,48,72.77,75,66,56,71,74,79.96,77,82,75,72,65,87.16,74,84,87,77,65,77.2,64,70,69,66,56,72,78.68,73,72,69,10.0,10,8,7,5,14,86.74,87.55,"Jul 12, 2018",,2022,2018,2.0,11.8,216158,https://cdn.sofifa.com/players/216/158/20_240.png,https://sofifa.com/player/216158/,896,https://cdn.sofifa.com/teams/896/dark_240.png
1078,M. Sulejmani,31,76,76,77,BSC Young Boys,Swiss Super League,1,LM,LW,178,73.0,Left,0,3 ★,4★,Medium,Low,81,74,75,80,31,51,7.0,78.95,79,74,47,75,70,83.62,79,82,84,68,80,86.21,81,81,84,75,79,69.59,75,46,53,59,76,64.61,32,26,74,70,70,70,32.72,27,36,26,14.77,13,15,8,13,16,80.87,78.71,"Jun 10, 2015",,2022,2015,5.0,10.5,179560,https://cdn.sofifa.com/players/179/560/20_240.png,https://sofifa.com/player/179560/,900,https://cdn.sofifa.com/teams/900/dark_240.png
1079,J. Hansen,35,75,75,75,FC Midtjylland,Danish Superliga,1,GK,GK,188,78.0,Right,0,4 ★,1★,Medium,Medium,75,72,77,75,42,76,1.8,24.49,18,13,13,52,11,31.7,24,16,12,53,44,57.54,41,42,49,73,62,55.41,58,67,41,67,13,37.77,32,27,12,68,20,66,20.22,26,14,15,85.23,75,72,77,76,75,58.64,83.73,"Jul 1, 2017",,2022,2017,3.0,2.3,132740,https://cdn.sofifa.com/players/132/740/20_240.png,https://sofifa.com/player/132740/,1516,https://cdn.sofifa.com/teams/1516/dark_240.png
1080,P. Sisto,25,75,78,77,FC Midtjylland,Danish Superliga,1,LW LM,CAM,170,64.0,Right,3,4 ★,4★,High,Low,73,73,72,81,47,57,8.5,76.43,74,74,51,70,65,80.43,85,74,75,65,79,78.66,72,73,76,68,76,78.6,78,80,58,62,71,71.73,39,49,73,75,66,71,50.74,35,55,48,11.82,12,6,12,11,11,82.82,80.92,"Sep 7, 2020",,2024,2020,0.0,11.7,212196,https://cdn.sofifa.com/players/212/196/20_240.png,https://sofifa.com/player/212196/,1516,https://cdn.sofifa.com/teams/1516/dark_240.png
1081,P. Tau,26,75,77,77,RSC Anderlecht,Belgian Jupiler Pro League,1,CF CAM LW,CAM,175,64.9,Left,2,4 ★,4★,Medium,Low,81,71,69,80,34,49,8.0,80.55,70,71,64,73,74,75.96,80,78,63,56,80,86.42,83,80,89,69,80,73.65,69,78,68,40,72,66.98,40,29,75,70,68,75,32.35,28,35,25,13.18,6,13,13,15,11,80.53,77.11,"Jul 20, 2018","Jun 30, 2021",Loan,2021,-1.0,€0,225144,https://cdn.sofifa.com/players/225/144/20_240.png,https://sofifa.com/player/225144/,229,https://cdn.sofifa.com/teams/229/dark_240.png
1082,M. Rits,26,75,76,76,Club Brugge KV,Belgian Jupiler Pro League,1,CM CDM CAM,CM,178,72.1,Right,1,5 ★,3★,Medium,High,67,67,73,71,73,76,7.5,77.8,67,70,65,77,61,74.89,69,67,69,73,74,75.65,68,67,69,74,73,80.63,62,68,93,68,67,84.56,78,75,73,73,57,72,78.31,75,74,64,13.86,7,16,13,15,10,87.69,85.74,"Jul 1, 2018",,2024,2018,2.0,11.1,191627,https://cdn.sofifa.com/players/191/627/20_240.png,https://sofifa.com/player/191627/,231,https://cdn.sofifa.com/teams/231/dark_240.png
1083,J. Ito,27,75,75,75,KRC Genk,Belgian Jupiler Pro League,1,RW RM,RW,175,68.0,Right,0,3 ★,4★,High,Medium,88,65,68,76,59,72,7.0,71.17,72,67,54,72,46,65.32,77,51,45,61,73,86.64,91,86,79,69,77,83.78,64,86,88,66,68,79.57,64,67,74,73,57,76,62.5,54,60,56,11.82,13,12,15,5,7,84.15,85.94,"Jul 1, 2020",,2023,2020,0.0,10.5,232905,https://cdn.sofifa.com/players/232/905/20_240.png,https://sofifa.com/player/232905/,673,https://cdn.sofifa.com/teams/673/dark_240.png
1084,G. Arteaga,21,75,82,75,KRC Genk,Belgian Jupiler Pro League,1,LB,LB,175,64.9,Left,7,3 ★,4★,High,High,81,48,66,71,70,67,8.5,65.68,71,43,66,70,37,67.02,70,71,38,66,70,83.62,84,79,80,69,76,72.07,58,71,86,59,46,72.68,64,68,70,58,46,62,77.94,68,73,71,8.18,9,5,10,5,7,80.48,80.92,"Aug 5, 2020",,2025,2020,0.0,14.5,236537,https://cdn.sofifa.com/players/236/537/20_240.png,https://sofifa.com/player/236537/,673,https://cdn.sofifa.com/teams/673/dark_240.png
1085,D. Muñoz,24,75,80,75,KRC Genk,Belgian Jupiler Pro League,1,RB CB CDM,RB,183,68.9,Right,5,3 ★,3★,High,Medium,83,62,62,70,69,72,8.0,72.54,70,68,65,69,45,57.23,70,40,34,60,65,82.76,79,86,83,72,64,75.68,64,67,85,68,52,72.68,67,71,68,58,42,73,76.84,65,73,71,10.45,7,14,12,7,6,80.61,83.94,"Jul 7, 2020",,2024,2020,0.0,12.6,237646,https://cdn.sofifa.com/players/237/646/20_240.png,https://sofifa.com/player/237646/,673,https://cdn.sofifa.com/teams/673/dark_240.png
